time,flux,flux_err,source,tic_id,p_period,p_period_err,s_period,s_period_err,p_phase,s_phase
2458624.973874722,1.0081677436828613,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9,0.9
2458624.994708106,1.010908842086792,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9027333097915601,0.9027333088677906
2458625.0155414892,1.0074716806411743,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9054666195220261,0.9054666176744871
2458625.036374872,1.0084213018417358,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.908199929191398,0.9081999264200896
2458625.057208255,1.0121450424194336,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9109332388607699,0.9109332351656921
2458625.078041638,1.0075074434280396,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9136665485301418,0.9136665439112945
2458625.0988750206,1.001387357711792,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9163998581995138,0.916399852656897
2458625.1197084035,0.9979187250137329,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9191331678688857,0.9191331614024996
2458625.1405417873,1.0012686252593994,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9218664776604457,0.9218664702702901
2458625.161375171,0.990214467048645,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9245997874520059,0.9245997791380808
2458625.1822085553,0.9978426098823547,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9273330973046601,0.9273330880669655
2458625.2030419405,0.972233772277832,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9300664072795024,0.9300663971180382
2458625.2238753256,0.9203335642814636,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9327997172543447,0.932799706169111
2458625.244708712,0.8861538171768188,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9355330274124694,0.935533015403466
2458625.2655420993,0.8417884111404419,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9382663376316881,0.9382663246989151
2458625.286375487,0.8367748260498047,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.940999647973095,0.9409996341165523
2458625.3072088757,0.8391568660736084,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9437329583755959,0.9437329435952836
2458625.3280422655,0.8800299763679504,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9464662689613791,0.946466253257297
2458625.348875656,0.8980790376663208,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9491995796082564,0.9491995629804045
2458625.369709047,0.9544435143470764,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9519328903773219,0.9519328728257003
2458625.3905424397,0.9914246797561646,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9546662013296696,0.9546661828542781
2458625.4113758327,0.9952413439750671,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9573995123431115,0.95739949294395
2458625.4322092272,1.011271357536316,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9601328235398355,0.9601328032169042
2458625.453042622,0.9906355738639832,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9628661347976537,0.9628661135509523
2458625.4738760185,0.9879339337348938,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9655994462387542,0.9655994240682827
2458625.4947094154,0.9918884634971619,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9683327577409487,0.9683327346467072
2458625.5155428136,1.0045863389968872,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9710660694264255,0.9710660454084139
2458625.5363762127,1.0052226781845093,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9737993812340904,0.9737993562923086
2458625.5572096123,1.0025745630264282,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9765326931028495,0.9765326672372975
2458625.5780430133,1.0082088708877563,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9792660051548908,0.9792659783655686
2458625.5988764153,1.014857292175293,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9819993173291203,0.9819992896160278
2458625.619709818,1.0071278810501099,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9847326296255379,0.9847326009886751
2458625.6405432215,1.0231953859329224,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9874659419830496,0.9874659124224164
2458625.661376626,1.0168598890304565,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9901992545238436,0.99019922403944
2458625.6822100314,1.0162196159362793,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9929325671257317,0.9929325357175577
2458625.7030434376,1.0049529075622559,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9956658798498079,0.9956658475178635
2458625.7238768446,0.999288022518158,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.9983991926960724,0.9983991594403574
2458625.7447102526,0.9997625946998596,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.0011325056645250103,0.0011324714850394074
2458625.765543661,1.0193605422973633,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.003865818694071696,0.003865783590815519
2458625.7863770705,1.0116201639175415,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.006599131845806558,0.0065990958187797655
2458625.807210481,1.011956810951233,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.009332445119729596,0.009332408168932146
2458625.8280438916,1.0056864023208618,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.012065758454746722,0.012065720580178588
2458625.8488773033,0.9942803978919983,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.014799071911952025,0.014799033113613164
2458625.869710716,1.0028462409973145,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.01753238549134549,0.01753234576923586
2458625.890544129,0.9947916269302368,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.020265699131833056,0.02026565848595263
2458625.9113775427,1.0118533372879028,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.022999012833414698,0.022998971263763476
2458625.932210957,1.0119013786315918,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.0257323266571845,0.025732284163762442
2458625.953044372,1.0046169757843018,0.005851409398019314,TESS,TIC 283651681,7.622035323,0.01566136,7.622037899,0.012858512,0.02846564054204842,0.028465597124855496
