time,flux,flux_err,source,tic_id,p_period,p_period_err,s_period,s_period_err,p_phase,s_phase
2458491.6608608165,1.000429630279541,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.0,0.0
2458491.6816943698,1.0003440380096436,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.00206436457567547,0.002064370953710512
2458491.7025279226,0.9999464750289917,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.0041287291052092825,0.004128741861279224
2458491.7233614754,1.000619649887085,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.006193093634743095,0.0061931127688479365
2458491.7441950277,1.0001769065856934,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.008257458118135252,0.00825748363027485
2458491.7650285796,1.0002589225769043,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.010321822555385751,0.010321854445559964
2458491.785862131,0.9996961951255798,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.012386186946494593,0.012386225214703278
2458491.806695682,1.000090479850769,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.014450551291461779,0.014450595937704792
2458491.827529232,0.9994813203811646,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.01651491554414565,0.016514966568422707
2458491.848362782,1.0001531839370728,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.018579279796829523,0.018579337199140625
2458491.869196331,1.0005255937576294,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.02064364395723008,0.020643707737574943
2458491.8900298798,1.0000146627426147,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.022708008071488983,0.02270807822986746
2458491.910863428,1.0000149011611938,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.024772372139606227,0.024772448676018178
2458491.9316969756,1.0002249479293823,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.026836736161581814,0.0268368190760271
2458491.952530522,1.0000711679458618,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.02890110004513243,0.02890118933761062
2458491.973364068,1.0000090599060059,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.03096546392868305,0.030965559599194142
2458491.9941976136,1.0001925230026245,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.033029827719950354,0.03302992976849407
2458492.015031158,1.0001744031906128,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.03509419141893434,0.035094299845510386
2458492.035864702,0.9999470114707947,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.03715855507177668,0.037158669876384914
2458492.0566982445,1.0001059770584106,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.03922291858619404,0.03922303976883404
2458492.077531787,1.0000534057617188,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.0412872821006114,0.041287409661283164
2458492.0983653283,1.0003383159637451,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.0433516454766038,0.04335177941530689
2458492.119198869,0.999657392501831,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.04541600880645453,0.04541614912318882
2458492.140032409,1.0002448558807373,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.04748037209016361,0.04748051878492895
2458492.160865948,1.0001850128173828,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.049544735235447716,0.04954488830824368
2458492.1816994864,0.99998939037323,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.05160909833459017,0.05160925778541661
2458492.2025330234,0.9999862909317017,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.05367346129530765,0.053673627124164146
2458492.22336656,1.0004451274871826,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.05573782420988348,0.05573799641676988
2458492.244200096,1.0001521110534668,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.05780218707831764,0.057802365663233816
2458492.2650336307,1.000268578529358,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.05986654980832684,0.05986673477127235
2458492.2858671644,0.9997782111167908,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.06193091244605272,0.06193110378702729
2458492.3067006976,1.0002514123916626,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.06399527503763695,0.06399547275664043
2458492.3275342295,1.000217080116272,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.0660596374907962,0.06605984158782817
2458492.348367761,0.9999629259109497,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.0681239998978138,0.06812421037287411
2458492.3692012914,1.0001085996627808,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.0701883622125481,0.07018857906563646
2458492.390034821,1.0002853870391846,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.07225272443499907,0.07225294766611519
2458492.4108683495,1.0002756118774414,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.07431708656516672,0.07431731617431034
2458492.431701877,0.9998138546943665,0.00023899624648038298,TESS,TIC 81741369,10.09199321,8.69e-05,10.09196203,3.72e-05,0.07638144860305107,0.07638168459022189
