time,flux,flux_err,source,tic_id,p_period,p_period_err,s_period,s_period_err,p_phase,s_phase
2458468.28630389,1.0009520053863525,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.0,0.0
2458468.307137937,1.000429391860962,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.0009016527064612141,0.0009016529456636148
2458468.3279719832,0.9998445510864258,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.00180330539276961,0.0018033058711744059
2458468.3488060283,1.0013813972473145,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.002704958018619551,0.002704958736226726
2458468.369640072,0.999190092086792,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.0036066105840110376,0.003606611540820576
2458468.4113081573,1.0017262697219849,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.005409915634182738,0.0054099170693969805
2458468.4321421986,0.9995601773262024,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.006311568098810133,0.006311569773226713
2458468.452976239,1.0012290477752686,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.007213220523131892,0.007213222436750797
2458468.473810278,0.9989073872566223,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.008114872886995196,0.008114875039816411
2458468.4946443164,0.998975396156311,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.009016525230705681,0.009016527622729201
2458468.5154783535,0.997606635093689,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.009918177513957713,0.00991818014518352
2458468.53631239,1.00144362449646,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.010819829777056925,0.010819832647485017
2458468.5571464254,0.9989361763000488,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.011721481979697685,0.011721485089328042
2458468.5779804597,0.9846530556678772,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.012623134142032805,0.012623137490865419
2458468.5988144935,0.9345360398292542,0.0010865072254091501,TESS,TIC 123951716,23.10650956,0.000340015,23.10650343,0.021068413,0.013524786284215108,0.013524789872249974
