time,flux,flux_err,source,tic_id,p_period,p_period_err,s_period,s_period_err,p_phase,s_phase
2458410.9316360424,0.9944711923599243,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.0,0.0
2458410.9524700246,0.9931616187095642,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.00253460329382805,0.0025346156353950864
2458410.9733040063,0.9912575483322144,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.005069206531005065,0.005069231214138863
2458410.994137987,0.9923338890075684,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.007603809654880013,0.00760384667958002
2458411.014971967,0.9923139214515686,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.010138412665452892,0.010138462031718557
2458411.0358059458,0.9917947053909302,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.012673015562723704,0.012673077270554474
2458411.0566399232,0.9936180114746094,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.015207618290041412,0.015207692339436462
2458411.0774739003,0.9934331178665161,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.01774222096070809,0.01774230735166714
2458411.0983078764,0.9925200343132019,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.020276823518072695,0.020276922250595197
2458411.1191418516,0.9941046833992004,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.022811425962135232,0.022811537036220634
2458411.1399758253,0.9937208890914917,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.02534602823624467,0.025346151651892145
2458411.160809798,0.9962316751480103,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.027880630397052037,0.027880766154261032
2458411.18164377,0.9940317869186401,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.03041523244455734,0.030415380543327302
2458411.202477741,0.993014395236969,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.03294983437876057,0.03294999481909095
2458411.2233117106,0.9943373203277588,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.0354844361430107,0.03548460892490067
2458411.2441456793,0.9913908839225769,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.038019037793958765,0.038019222917407766
2458411.264979647,0.9945396780967712,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.04055363933160476,0.04055383679661225
2458411.285813614,0.9958318471908569,0.0010280947899445891,TESS,TIC 121092916,8.219819727,9.67e-05,8.219779703,0.000286038,0.043088240755948685,0.043088450562514105
