time,flux,flux_err,source,tic_id,p_period,p_period_err,s_period,s_period_err,p_phase,s_phase
2458790.6814864636,0.9836950898170471,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.0,0.0
2458790.7023200486,0.9878612756729126,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.003823661264202833,0.0038236670783763456
2458790.723153631,0.9842758178710938,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.007647322101083381,0.007647333729429756
2458790.7439872115,0.9899420142173767,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.011470982510641643,0.011470999953160232
2458790.76482079,0.9821912050247192,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.015294642578342078,0.015294665835032358
2458790.7856543665,0.9780033230781555,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.019118302304184685,0.01911833137504614
2458790.8064879407,0.981339693069458,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.022941961602705004,0.022941996487736982
2458790.827321513,0.9831313490867615,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.026765620559367494,0.026765661258569478
2458790.848155083,0.9838095903396606,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.0305892790887077,0.030589325602079036
2458790.868988652,0.9878489375114441,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.03441293736165454,0.03441298968919484
2458790.8898222186,0.9765982031822205,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.03823659529274354,0.03823665343445229
2458790.9106557835,0.967503011226654,0.0034846882335841656,TESS,TIC 399127035,5.448595863,0.000614631,5.448587578,0.001094036,0.04206025288197472,0.04206031683785139
